USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MD	24005491401	1204562	0	0.465	0.	39.3774964	-76.5745584                                                                                                                                                
MD	24005491402	889527	0	0.343	0.	39.3784901	-76.5637188                                                                                                                                                 
MD	24005491500	1128581	0	0.436	0.	39.3862259	-76.5659298                                                                                                                                                
MD	24005491600	875053	0	0.338	0.	39.3964395	-76.5600499                                                                                                                                                 
MD	24005491701	2988062	0	1.154	0.	39.4053469	-76.5453972                                                                                                                                                
MD	24005491900	1444644	0	0.558	0.	39.3949827	-76.5370708                                                                                                                                                
MD	24005492001	994531	0	0.384	0.	39.3909508	-76.5544496                                                                                                                                                 
MD	24005492002	1563411	0	0.604	0.	39.3855342	-76.5486106                                                                                                                                                
MD	24005492101	1432402	0	0.553	0.	39.3844519	-76.539578                                                                                                                                                 
MD	24005492102	944335	0	0.365	0.	39.3745753	-76.5543589                                                                                                                                                 
MD	24005492200	2759032	0	1.065	0.	39.4083008	-76.5215784                                                                                                                                                
MD	24005492300	1213467	16046	0.469	0.006	39.3266182	-76.4527645                                                                                                                                         
MD	24005492401	1600171	9405	0.618	0.004	39.3891702	-76.8180504                                                                                                                                          
MD	24005492402	3193818	9333	1.233	0.004	39.4002015	-76.8111621                                                                                                                                          
MD	24005492500	2638986	5681	1.019	0.002	39.2571862	-76.711824                                                                                                                                           
MD	24005492600	4325242	0	1.67	0.	39.4110303	-76.5318285                                                                                                                                                 
MD	24005980000	12380089	14838804	4.78	5.729	39.218668	-76.4814625                                                                                                                                       
MD	24005980100	1533531	214250	0.592	0.083	39.2359304	-76.6282385                                                                                                                                        
MD	24005980200	2100509	248474	0.811	0.096	39.2276652	-76.6816917                                                                                                                                        
MD	24009860101	18848706	2079220	7.278	0.803	38.7279273	-76.6765546                                                                                                                                      
MD	24009860102	17706194	59343	6.836	0.023	38.7341827	-76.6373836                                                                                                                                        
MD	24009860200	46452683	1604885	17.935	0.62	38.6758822	-76.6579871                                                                                                                                      
MD	24009860300	38449861	601558	14.846	0.232	38.6629535	-76.5793751                                                                                                                                      
MD	24009860401	17528242	1805999	6.768	0.697	38.700186	-76.5535038                                                                                                                                       
MD	24009860402	10639856	3333429	4.108	1.287	38.6689117	-76.5420675                                                                                                                                      
MD	24009860501	38986292	108084	15.053	0.042	38.6032383	-76.5619789                                                                                                                                      
MD	24009860502	19645732	5504754	7.585	2.125	38.579279	-76.5203131                                                                                                                                       
MD	24009860600	54746500	4638019	21.138	1.791	38.6160327	-76.6355421                                                                                                                                     
MD	24009860701	32466765	5477678	12.535	2.115	38.5439619	-76.6309766                                                                                                                                     
MD	24009860702	24427034	81688	9.431	0.032	38.5706394	-76.5778835                                                                                                                                        
MD	24009860703	39012129	12791722	15.063	4.939	38.48333	-76.6074603                                                                                                                                      
MD	24009860801	79231079	21662840	30.591	8.364	38.4464607	-76.53816                                                                                                                                      
MD	24009860802	31290834	4702682	12.081	1.816	38.4957819	-76.5069264                                                                                                                                     
MD	24009860900	40212478	14669440	15.526	5.664	38.3707804	-76.4612805                                                                                                                                    
MD	24009861001	24142637	6001647	9.322	2.317	38.4009647	-76.4260914                                                                                                                                      
MD	24009861003	10851342	5947743	4.19	2.296	38.3394149	-76.427426                                                                                                                                        
MD	24009861004	7523764	2118934	2.905	0.818	38.3627638	-76.4129545                                                                                                                                       
MD	24009990100	0	248387420	0.	95.903	38.5209293	-76.4434693                                                                                                                                             
MD	24011955000	92966359	244187	35.895	0.094	39.0870411	-75.8066003                                                                                                                                      
MD	24011955100	131470962	587733	50.761	0.227	38.984729	-75.8033534                                                                                                                                      
MD	24011955201	71065735	439771	27.439	0.17	38.9594362	-75.8780242                                                                                                                                       
MD	24011955202	95569709	2926023	36.9	1.13	38.8886841	-75.9036435                                                                                                                                        
MD	24011955301	109651831	2236602	42.337	0.864	38.8624326	-75.7768105                                                                                                                                    
MD	24011955302	6867935	923620	2.652	0.357	38.8740492	-75.8294365                                                                                                                                        
MD	24011955400	116542250	1916294	44.997	0.74	38.7828091	-75.830561                                                                                                                                      
MD	24011955500	114534748	7073597	44.222	2.731	38.7407072	-75.9326722                                                                                                                                    
MD	24011955600	88680723	429239	34.24	0.166	38.7068793	-75.7661753                                                                                                                                       
MD	24013501001	20776666	40596	8.022	0.016	39.6754541	-77.136443                                                                                                                                         
MD	24013501002	79944042	287375	30.867	0.111	39.6706575	-77.1889941                                                                                                                                      
MD	24013502000	84281651	303527	32.541	0.117	39.6134575	-77.0987391                                                                                                                                      
MD	24013503000	102227392	327679	39.47	0.127	39.6804334	-77.0358316                                                                                                                                      
MD	24013504100	37229978	318323	14.375	0.123	39.5322347	-76.8964892                                                                                                                                      
MD	24013504201	36819678	1387774	14.216	0.536	39.5041048	-76.9081305                                                                                                                                     
MD	24013504202	44563964	599271	17.206	0.231	39.4793778	-76.9523688                                                                                                                                      
MD	24013505101	9007896	404176	3.478	0.156	39.4278876	-76.9469027                                                                                                                                        
MD	24013505102	20829796	3980561	8.042	1.537	39.414976	-76.8994209                                                                                                                                       
MD	24013505203	7058920	14506	2.725	0.006	39.3851259	-76.9492567                                                                                                                                         
MD	24013505205	2616523	4516	1.01	0.002	39.3844793	-76.9327976                                                                                                                                           
MD	24013505206	21017900	2452660	8.115	0.947	39.3736054	-76.9187527                                                                                                                                      
MD	24013505207	4111965	164240	1.588	0.063	39.3937299	-76.9673047                                                                                                                                        
MD	24013505208	5560236	94304	2.147	0.036	39.3747694	-76.9768098                                                                                                                                         
MD	24013506101	46132481	54288	17.812	0.021	39.6880285	-76.9334285                                                                                                                                       
MD	24013506102	27768793	13704	10.722	0.005	39.6271134	-76.9220029                                                                                                                                       
MD	24013506200	61510594	130409	23.749	0.05	39.6921647	-76.8476447                                                                                                                                       
MD	24013507500	25565689	101311	9.871	0.039	39.6202712	-77.0304991                                                                                                                                       
MD	24013507601	24334722	181860	9.396	0.07	39.612989	-76.9799846                                                                                                                                         
MD	24013507602	14802580	11432	5.715	0.004	39.5745323	-76.965792                                                                                                                                         
MD	24013507702	13805159	64725	5.33	0.025	39.551559	-77.0263816                                                                                                                                          
MD	24013507703	7507812	18298	2.899	0.007	39.5710577	-77.0352208                                                                                                                                         
MD	24013507704	5897394	12851	2.277	0.005	39.5871224	-77.0312454                                                                                                                                         
MD	24013507801	6273601	22734	2.422	0.009	39.5555941	-77.0019483                                                                                                                                         
MD	24013507802	21494215	25167	8.299	0.01	39.5290769	-77.0032521                                                                                                                                         
MD	24013508101	20879591	49466	8.062	0.019	39.6340147	-76.8340409                                                                                                                                        
MD	24013508102	2469967	6112	0.954	0.002	39.5929799	-76.8388021                                                                                                                                          
MD	24013508200	57070304	252179	22.035	0.097	39.5844102	-76.8784029                                                                                                                                      
MD	24013509001	43803341	54370	16.913	0.021	39.47039	-77.0648802                                                                                                                                         
MD	24013509002	25513685	29206	9.851	0.011	39.4388686	-77.0948506                                                                                                                                        
MD	24013510000	56579559	150286	21.845	0.058	39.6289823	-77.2397116                                                                                                                                      
MD	24013511000	62927094	250389	24.296	0.097	39.5356608	-77.0867426                                                                                                                                      
MD	24013512000	18638014	51750	7.196	0.02	39.5720203	-77.1714955                                                                                                                                         
MD	24013513001	10899629	45618	4.208	0.018	39.399685	-77.140079                                                                                                                                          
MD	24013513002	30989175	94388	11.965	0.036	39.3845572	-77.1149795                                                                                                                                       
MD	24013514100	31715219	58767	12.245	0.023	39.4453298	-76.9943458                                                                                                                                       
MD	24013514201	46650313	139511	18.012	0.054	39.3985392	-77.0495945                                                                                                                                      
MD	24013514202	20077380	914136	7.752	0.353	39.3901546	-76.9921556                                                                                                                                       
MD	24015030100	176343859	49684026	68.087	19.183	39.421865	-75.9026232                                                                                                                                   
MD	24015030200	109910019	18119619	42.436	6.996	39.5039356	-75.8216075                                                                                                                                   
MD	24015030400	4845394	63878	1.871	0.025	39.6081745	-75.8372909                                                                                                                                         
MD	24015030501	29247909	248411	11.293	0.096	39.6585504	-75.8806095                                                                                                                                      
MD	24015030503	41978078	1866845	16.208	0.721	39.6210604	-75.8565829                                                                                                                                     
MD	24015030505	17661089	1250633	6.819	0.483	39.5912101	-75.8114823                                                                                                                                      
MD	24015030506	10723651	61897	4.14	0.024	39.6204111	-75.8091775                                                                                                                                         
MD	24015030601	52360589	328472	20.217	0.127	39.6972837	-75.8760343                                                                                                                                      
MD	24015030602	17740145	90197	6.85	0.035	39.6921633	-75.8050262                                                                                                                                         
MD	24015030700	60871626	307721	23.503	0.119	39.6847436	-75.9770277                                                                                                                                      
MD	24015030903	28329397	279113	10.938	0.108	39.5953446	-75.9005683                                                                                                                                      
MD	24015030904	69795332	68320885	26.948	26.379	39.5117314	-75.9618791                                                                                                                                   
MD	24015030905	32769392	374692	12.652	0.145	39.6334469	-75.9990085                                                                                                                                      
MD	24015030906	53591445	23150913	20.692	8.939	39.5841206	-75.9968041                                                                                                                                    
MD	24015031201	47865943	6223001	18.481	2.403	39.6206763	-76.1069006                                                                                                                                     
MD	24015031202	22788637	7711310	8.799	2.977	39.5699941	-76.0569606                                                                                                                                      
MD	24015031301	32940247	158882	12.718	0.061	39.6612743	-76.0700549                                                                                                                                      
MD	24015031302	45572527	318351	17.596	0.123	39.6973752	-76.0790146                                                                                                                                      
MD	24015031400	41574708	6724905	16.052	2.597	39.6933286	-76.1659565                                                                                                                                     
MD	24017850101	25169901	3717652	9.718	1.435	38.6619481	-77.0984582                                                                                                                                      
MD	24017850102	44586517	1435499	17.215	0.554	38.5951955	-77.093736                                                                                                                                      
MD	24017850201	16064350	10870381	6.202	4.197	38.564193	-77.207069                                                                                                                                       
MD	24017850202	5762006	1762263	2.225	0.68	38.6004992	-77.1451872                                                                                                                                        
MD	24017850300	34111874	3466175	13.171	1.338	38.5530041	-77.1569782                                                                                                                                     
MD	24017850400	176976094	26002947	68.331	10.04	38.4504408	-77.2060697                                                                                                                                   
MD	24017850500	98191809	15974388	37.912	6.168	38.4724635	-77.0902045                                                                                                                                    
MD	24017850600	60285340	17307	23.276	0.007	38.5274558	-77.1366211                                                                                                                                       
MD	24017850706	6987465	0	2.698	0.	38.6412926	-76.9455906                                                                                                                                                
MD	24017850708	6043597	55120	2.333	0.021	38.6477177	-76.9353838                                                                                                                                         
MD	24017850709	5301126	1042	2.047	0.	38.644537	-76.9006667                                                                                                                                              
MD	24017850710	3636109	48460	1.404	0.019	38.6268451	-76.9571932                                                                                                                                         
MD	24017850711	2985839	34092	1.153	0.013	38.6269699	-76.9384389                                                                                                                                         
MD	24017850712	28432516	0	10.978	0.	38.5983635	-77.0369331                                                                                                                                              
MD	24017850713	25936620	13276	10.014	0.005	38.6280827	-76.9892567                                                                                                                                       
MD	24017850801	4238845	1492	1.637	0.001	38.6500734	-76.8593942                                                                                                                                          
MD	24017850802	38967531	231698	15.045	0.089	38.6195583	-76.8560416                                                                                                                                      
MD	24017850901	5457409	32236	2.107	0.012	38.6119042	-76.9093737                                                                                                                                         
MD	24017850902	5880532	0	2.27	0.	38.5952606	-76.925345                                                                                                                                                  
MD	24017850904	41088710	730491	15.864	0.282	38.5547766	-76.8970548                                                                                                                                      
MD	24017850905	2230231	25131	0.861	0.01	38.6020694	-76.885086                                                                                                                                           
MD	24017850906	2213092	12355	0.854	0.005	38.5985749	-76.8969636                                                                                                                                         
MD	24017851001	17078758	22848	6.594	0.009	38.5327464	-77.0000423                                                                                                                                        
MD	24017851002	42640083	225583	16.463	0.087	38.5365602	-76.9550616                                                                                                                                      
MD	24017851100	71646692	7178664	27.663	2.772	38.4578134	-76.9751184                                                                                                                                     
MD	24017851200	107406894	37116178	41.47	14.331	38.3348487	-76.909535                                                                                                                                    
MD	24017851301	111293643	3947883	42.971	1.524	38.4480974	-76.8729416                                                                                                                                    
MD	24017851302	71456561	567589	27.59	0.219	38.5203192	-76.8591522                                                                                                                                       
MD	24017851400	110642168	4556944	42.719	1.759	38.5635132	-76.764197                                                                                                                                     
MD	24017851500	12976285	126596	5.01	0.049	38.5996444	-76.9498044                                                                                                                                        
MD	24017990000	0	361333788	0.	139.512	38.3759374	-77.0841852                                                                                                                                            
MD	24019970100	240946891	8562069	93.03	3.306	38.5600597	-75.7977605                                                                                                                                     
MD	24019970200	120488913	5093502	46.521	1.967	38.6455822	-75.8698959                                                                                                                                    
MD	24019970300	122421587	11797065	47.267	4.555	38.5679194	-75.9440334                                                                                                                                   
MD	24019970400	4720205	6154656	1.822	2.376	38.5704697	-76.0650829                                                                                                                                       
MD	24019970500	2984021	0	1.152	0.	38.5718366	-76.0923067                                                                                                                                                
MD	24019970600	21684132	19325	8.372	0.007	38.5577702	-76.0969661                                                                                                                                        
MD	24019970702	111716902	67802011	43.134	26.179	38.5767742	-76.1841561                                                                                                                                  
MD	24019970804	227436846	102830765	87.814	39.703	38.4426483	-76.216291                                                                                                                                  
MD	24019970900	548174248	343599882	211.651	132.665	38.3445398	-76.0240614                                                                                                                               
MD	24019990000	0	599493793	0.	231.466	38.360807	-76.2552155                                                                                                                                             
MD	24021740200	16732688	11730	6.461	0.005	39.4923785	-77.3629588                                                                                                                                        
MD	24021750100	353829	0	0.137	0.	39.4209637	-77.4094197                                                                                                                                                 
MD	24021750200	623428	0	0.241	0.	39.4157363	-77.4090222                                                                                                                                                 
MD	24021750300	390262	0	0.151	0.	39.4109494	-77.4158102                                                                                                                                                 
MD	24021750503	2340994	5494	0.904	0.002	39.426734	-77.4623186                                                                                                                                           
MD	24021750504	2463519	465	0.951	0.	39.4246793	-77.4394695                                                                                                                                              
MD	24021750505	2013099	0	0.777	0.	39.4110857	-77.443395                                                                                                                                                 
MD	24021750506	4809312	3026	1.857	0.001	39.4140482	-77.4637236                                                                                                                                          
MD	24021750600	2121856	0	0.819	0.	39.4195035	-77.422844                                                                                                                                                 
MD	24021750701	3432938	0	1.325	0.	39.4551318	-77.4078221                                                                                                                                                
MD	24021750702	1450366	0	0.56	0.	39.4326934	-77.4203868                                                                                                                                                 
MD	24021750801	2138852	0	0.826	0.	39.4324126	-77.4071631                                                                                                                                                
MD	24021750802	3924852	142137	1.515	0.055	39.455722	-77.3880023                                                                                                                                         
MD	24021750803	5214949	280257	2.014	0.108	39.4350979	-77.388724                                                                                                                                         
MD	24021751001	990845	0	0.383	0.	39.3798137	-77.4408029                                                                                                                                                 
MD	24021751002	2373559	0	0.916	0.	39.3834988	-77.430056                                                                                                                                                 
MD	24021751003	14194045	33282	5.48	0.013	39.3871801	-77.396194                                                                                                                                          
MD	24021751004	13961592	8734	5.391	0.003	39.3961113	-77.4700084                                                                                                                                         
MD	24021751201	8138242	0	3.142	0.	39.4521258	-77.4266413                                                                                                                                                
MD	24021751202	4189314	16605	1.618	0.006	39.4525529	-77.4463886                                                                                                                                         
MD	24021751203	15345813	7269	5.925	0.003	39.4461141	-77.4725942                                                                                                                                         
MD	24021751301	46026105	270247	17.771	0.104	39.5006996	-77.4670894                                                                                                                                      
MD	24021751302	87348233	1150702	33.725	0.444	39.5401308	-77.4350603                                                                                                                                     
MD	24021751600	89793801	91312	34.67	0.035	39.5383021	-77.2206287                                                                                                                                        
MD	24021751701	38326952	205644	14.798	0.079	39.457718	-77.3239141                                                                                                                                       
MD	24021751702	81355670	91271	31.412	0.035	39.4723055	-77.2091951                                                                                                                                       
MD	24021751801	27128099	42428	10.474	0.016	39.4103313	-77.2687519                                                                                                                                       
MD	24021751802	65261080	101702	25.197	0.039	39.4201331	-77.1883485                                                                                                                                      
MD	24021751901	9430081	249681	3.641	0.096	39.4012449	-77.2967756                                                                                                                                        
MD	24021751902	7577236	188520	2.926	0.073	39.4050409	-77.3398797                                                                                                                                        
MD	24021751903	31727671	62926	12.25	0.024	39.3607925	-77.2391448                                                                                                                                        
MD	24021751904	22459263	257045	8.672	0.099	39.3781197	-77.3459482                                                                                                                                       
MD	24021752001	13402119	14729	5.175	0.006	39.3816577	-77.1772797                                                                                                                                        
MD	24021752101	10755607	9263	4.153	0.004	39.3103546	-77.2843541                                                                                                                                         
MD	24021752102	42855848	30898	16.547	0.012	39.33305	-77.2867811                                                                                                                                         
MD	24021752201	75562695	1550623	29.175	0.599	39.2908367	-77.3971148                                                                                                                                     
MD	24021752202	1525619	0	0.589	0.	39.3365151	-77.3425194                                                                                                                                                
MD	24021752204	27001819	63468	10.425	0.025	39.3458949	-77.354999                                                                                                                                        
MD	24021752301	4767226	0	1.841	0.	39.3659436	-77.4308472                                                                                                                                                
MD	24021752302	67312023	1204359	25.989	0.465	39.3037786	-77.4542163                                                                                                                                     
MD	24021752303	42564967	2159505	16.434	0.834	39.3099211	-77.4977232                                                                                                                                     
MD	24021752501	79374035	426739	30.646	0.165	39.3995827	-77.586872                                                                                                                                       
MD	24021752502	45040783	1513347	17.39	0.584	39.3247563	-77.5454082                                                                                                                                      
MD	24021752601	11446568	42980	4.42	0.017	39.4567413	-77.5181143                                                                                                                                         
MD	24021752602	23699343	107829	9.15	0.042	39.4106761	-77.5184053                                                                                                                                        
MD	24021752603	8988091	39964	3.47	0.015	39.4427461	-77.5105935                                                                                                                                          
MD	24021752801	55213497	135895	21.318	0.052	39.581793	-77.5145169                                                                                                                                       
MD	24021752802	57342713	56696	22.14	0.022	39.5384807	-77.5802262                                                                                                                                        
MD	24021752900	124351554	353462	48.012	0.136	39.642721	-77.4410705                                                                                                                                      
MD	24021753001	15581108	48542	6.016	0.019	39.6040079	-77.4043582                                                                                                                                        
MD	24021753002	10316713	82341	3.983	0.032	39.6336537	-77.3861778                                                                                                                                        
MD	24021765100	3360229	0	1.297	0.	39.4049367	-77.4251648                                                                                                                                                
MD	24021766800	41749046	263692	16.119	0.102	39.6979835	-77.344928                                                                                                                                       
MD	24021767500	120042680	1429745	46.349	0.552	39.6455539	-77.3204795                                                                                                                                    
MD	24021767600	71137578	154290	27.466	0.06	39.5459235	-77.3112605                                                                                                                                       
MD	24021770700	65612303	392532	25.333	0.152	39.475432	-77.548239                                                                                                                                        
MD	24021772200	9005316	295738	3.477	0.114	39.4123663	-77.383808                                                                                                                                         
MD	24021773500	9310849	0	3.595	0.	39.4686515	-77.345378                                                                                                                                                 
MD	24021775302	41293124	2230282	15.943	0.861	39.3408448	-77.623296                                                                                                                                      
MD	24021775400	4974762	1401110	1.921	0.541	39.3128573	-77.6088179                                                                                                                                       
MD	24021775600	13528854	612217	5.224	0.236	39.4259707	-77.3351285                                                                                                                                       
MD	24023000100	272890739	2682974	105.364	1.036	39.6403643	-79.3770543                                                                                                                                   
MD	24023000200	207973941	145458	80.299	0.056	39.6530695	-79.1996475                                                                                                                                     
MD	24023000300	326802297	1421234	126.179	0.549	39.620948	-79.0544096                                                                                                                                    
MD	24023000400	264684192	2250594	102.195	0.869	39.4334404	-79.1904653                                                                                                                                   
MD	24023000500	178997302	14834183	69.111	5.728	39.5259697	-79.2978349                                                                                                                                   
MD	24023000600	216143504	481147	83.453	0.186	39.4460403	-79.4357541                                                                                                                                     
MD	24023000700	213610462	682830	82.475	0.264	39.3127447	-79.4139051                                                                                                                                     
MD	24025301102	23833781	97379	9.202	0.038	39.4955815	-76.2678423                                                                                                                                        
MD	24025301105	1777723	4383	0.686	0.002	39.4832884	-76.3051023                                                                                                                                          
MD	24025301106	3122752	0	1.206	0.	39.5020942	-76.3170798                                                                                                                                                
MD	24025301107	2695386	8201	1.041	0.003	39.4649276	-76.3049433                                                                                                                                          
MD	24025301108	5062507	5758	1.955	0.002	39.4830875	-76.2910927                                                                                                                                          
MD	24025301201	17664259	161516	6.82	0.062	39.4566669	-76.3498111                                                                                                                                        
MD	24025301202	5696356	13234	2.199	0.005	39.4831681	-76.3355703                                                                                                                                         
MD	24025301204	2697532	73841	1.042	0.029	39.4665765	-76.3228357                                                                                                                                         
MD	24025301205	1799510	0	0.695	0.	39.4724957	-76.3168461                                                                                                                                                
MD	24025301301	14838673	127756	5.729	0.049	39.4345279	-76.3391472                                                                                                                                       
MD	24025301302	2571084	28652	0.993	0.011	39.4304798	-76.3173293                                                                                                                                         
